Database,Test,P50 (ms),P95 (ms),P99 (ms),Mean (ms),QPS
Milvus,k10_nofilter,3.174304962158203,5.097150802612305,7.825541496277193,4.022386074066162,248.6086570474616
Milvus,k10_filter,3.1386613845825195,5.5249810218811035,6.851725578308241,3.6233162879943848,275.9902587895605
Milvus,k100_nofilter,3.335714340209961,4.969894886016846,6.74169301986741,4.300687313079834,232.52097332411594
Milvus,k1000_nofilter,10.060787200927734,13.093507289886475,16.326940059662448,11.399335861206055,87.72440887571143
Weaviate,k10_nofilter,7.652640342712402,9.192025661468504,11.450021266937904,8.929378986358643,111.98987091125753
Weaviate,k10_filter,7.751226425170898,10.046315193176268,11.196770668029789,7.906701564788818,126.47498983056776
Weaviate,k100_nofilter,10.718941688537598,13.331687450408936,18.88517379760744,11.099700927734375,90.09251749309212
Weaviate,k1000_nofilter,41.28122329711914,77.35692262649532,313.4694409370423,52.213590145111084,19.152101918692388
